window,pinball,PICP90,PICP50,width90,below_q05,above_q95
20d,0.3615821006935902,0.024096385542168676,0.01095290251916758,0.08632913698700623,0.3964950711938664,0.579408543263965
60d,0.3350106663810252,0.06500541711809317,0.027085590465872156,0.11610028562651176,0.4507042253521127,0.48429035752979416
120d,0.31007195963789513,0.04930332261521972,0.011789924973204717,0.117887634509264,0.5444801714898178,0.4062165058949625
