window,pinball,PICP90,PICP50,width90,below_q05,above_q95
20d,0.22946441958699335,0.8740416210295728,0.3888280394304491,2.8012490905247804,0.06462212486308871,0.06133625410733844
60d,0.220076318614823,0.905742145178765,0.39111592632719394,2.9071818505519564,0.03683640303358613,0.05742145178764897
120d,0.19930006765235883,0.8938906752411575,0.42979635584137194,2.595241139784414,0.0782422293676313,0.027867095391211148
